,top words,ID,Text
246,"['sorry', 'everybody', 'downvoting', 'wrong', 'wii', 'success', 'gekko', 'ibm', 'presumably', 'grabbed', 'design', 'branded', 'cl', 'manufacturers', 'use', 'nintendo', 'requested', 'new', 'cpu', 'use', 'new', 'console', 'still', 'known', 'revolution', 'hence', 'rvl', 'prefix', 'stock', 'motherboards', 'ibm', 'nintendo', 'agreed', 'use', 'cl', 'clocked', 'times', 'speed', 'gekko', 'cpu', 'known', 'broadway', 'runs', 'mhz', 'reviewed', 'gekko', 'afraid', 'many', 'changes', 'found', 'new', 'cpu', 'however', 'may', 'advantage', 'gamecube', 'developers', 'able', 'start', 'developing', 'new', 'wii', 'games', 'right', 'away', 'thanks', 'experience', 'gained', 'gekko', 'moreover', 'fact', 'broadway', 'runs', 'original', 'speed', 'allow', 'push', 'features', 'quality', 'wii', 'end', 'ibm', 'grabbed', 'three', 'broadway', 'cpus', 'stepped', 'clock', 'ghz', 'wrapped', 'extra', 'cache', 'necessary', 'circuitry', 'arbitrate', 'bus', 'contention', 'cache', 'coherency', 'done', 'software', 'espresso', 'sources', 'gc', 'wii', 'wii', 'extremely', 'close', 'lineage', 'wise', 'architecturally', 'way', 'ryzen', 'vs', 'athlon']",12233,sorry everybody downvoting him is just wrong wii > after the success of gekko ibm presumably grabbed this design and re branded it as ‘ cl’ for other manufacturers to use [ ] then when nintendo requested a new cpu to use with their new console still known as ‘revolution’ hence the rvl prefix on their stock motherboards ibm and nintendo agreed to use a cl clocked times the speed of gekko this cpu is known as broadway [ ] and runs at mhz > after having reviewed gekko i’m afraid there aren’t many changes found in the new cpu however this may be an advantage gamecube developers were able to start developing their new wii games right away thanks to all the experience they gained with gekko moreover the fact that broadway runs x the original speed will allow them to push for more features and quality wii u > in the end ibm grabbed three broadway cpus stepped up the clock to ghz and wrapped them with extra l cache and the necessary circuitry to arbitrate bus contention and cache coherency so it doesn’t have to be done with software that’s espresso sources the gc wii and wii u are extremely close lineage wise architecturally in a way that ryzen vs athlon aren't 
247,"['yeah', 'switch', 'uses', 'downclocked', 'tegra', 'chip', 'thing', 'nvidia', 'shield', 'worse', 'battery', 'life']",12279,yeah the switch uses a downclocked tegra chip same thing that was in the nvidia shield but worse for battery life 
248,"['fr', 'fr', 'bruh']",12282,fr fr bruh what
249,"['four', 'megabytes', 'ram']",12297,in four megabytes of ram 
250,"['bruh', 'fr', 'sayin', 'bruh']",12331,bruh fr that what i’m sayin bruh
251,"['always', 'wondered', 'managed', 'put', 'people', 'moon', 'computer', 'processing', 'power', 'potato', 'absolutely', 'blows', 'mind']",12361,i've always wondered how we managed to put people on the moon with a computer that has the processing power of a potato that absolutely blows my mind
252,"['yup', 'totally', 'trolled', 'costed', 'dignity', 'lmao']",12423,yup you totally trolled me only costed you and your dignity lmao
253,"['take', 'heat', 'thought', 'one', 'trolled']",12424,can't take the heat but i thought i was the one being trolled 
254,"['nice', 'remember', 'asking', 'lmao']",12427,that's nice and all but i don't remember asking lmao
255,"['brain', 'dead', 'followers', 'like']",12433,of their brain dead followers more like
256,"['oh', 'yes', 'course', 'could', 'forget', 'software', 'old', 'terminals', 'run', 'ps', 'games', 'problem', 'lmao']",12448,oh yes of course how could i forget that it's all about the software that's why old terminals can run ps games no problem lmao
257,"['sooo', 'jealous', 'getting', 'spit', 'tpc', 'lmao']",12469,i'm sooo jealous of you getting spit on by tpc lmao
258,"['epic', 'minigames', 'murder', 'mystery', 'hide', 'seek', 'extreme', 'natural', 'disaster', 'survival', 'survive', 'disasters', 'cursed', 'islands', 'icebreaker', 'super', 'bomb', 'survival', 'dodgeball', 'lab', 'experiment']",12712,epic minigames murder mystery hide and seek extreme natural disaster survival survive the disasters cursed islands icebreaker super bomb survival dodgeball lab experiment
259,"['say', 'maybe', 'epic', 'minigames', 'maybe', 'survive', 'disaster', 'game']",12713,i'd say maybe epic minigames maybe a survive the disaster game
260,"['big', 'paintball', 'epic', 'minigames', 'hide', 'seek', 'extreme', 'simon', 'says']",12714,big paintball epic minigames hide and seek extreme simon says
261,"['oh', 'lordy']",13290,oh lordy 
262,"['world', 'headless', 'horseman', 'cosmetics', 'bundle', 'show', 'arrives', 'shalom', 'peace']",13629,what in the world is headless horseman cosmetics bundle that’s you’ll show me when it arrives shalom peace 
263,"['terraria', 'stardewvalley']",14036,no get him terraria or stardewvalley 
264,"['roblox', 'meh', 'yearold', 'playing', 'bit', 'supervised', 'successfully', 'steered', 'back', 'minecraft', 'even', 'working', 'spinning', 'family', 'server', 'heavily', 'modded', 'via', 'curseforge', 'pc', 'gamer', 'try', 'try', 'modded', 'minecraft', 'via', 'curseforge']",14092,roblox is very meh my yearold was playing it for a bit supervised but i've successfully steered her back to minecraft we are even working on spinning up a family server heavily modded via curseforge if you are a pc gamer i'd try to get them to try modded minecraft again via curseforge
265,"['thats', 'true', 'go', 'also', 'specialize', 'minecraft', 'run', 'game', 'server', 'dont', 'much', 'filteration', 'swears', 'long', 'dont', 'discover', 'anarchy', 'itll', 'okay', 'lol']",14393,thats true your go i also specialize in minecraft too because i run my own game server they dont have much filteration on swears as long as they dont discover anarchy itll be okay lol
266,"['oh', 'goodness', 'minecraft', 'know', 'much', 'either', 'like']",14910,oh goodness minecraft… i don’t know much about it either what’s it like 
267,['cheers'],15456,cheers 
268,"['true', 'hard']",15497,true it’s just hard 
269,"['oh', 'battery', 'died', 'lost', 'oh']",15880,oh no the battery died and she lost it oh no 
270,"['ol', 'grammy', 'gave', 'dud', 'oh', 'honey', 'nasty', 'bitch']",15952,‘ol grammy gave you a dud oh honey what a nasty bitch ’
271,"['would', 'outdated', 'possibly', 'capable', 'upgrading', 'security', 'antivirus', 'software']",16097,it would be outdated and possibly not be capable of upgrading the security and antivirus software 
272,"['yo', 'screw']",16224,your yo didn't screw up you did 
273,"['eh', 'yo', 'screw']",16238,eh your yo didn’t screw up you did 
274,['screwed'],16294,you screwed up yourself 
275,"['practically', 'natural', 'consequences']",16383,it's practically natural consequences 
276,"['hold', 'login', 'streaks']",16414,hold up login streaks 
277,"['power', 'rangers', 'themed', 'party', 'birthday', 'remember']",16585,i had a power rangers themed party at it's the only birthday i remember
278,"['right', 'blows', 'mind', 'hahah']",17044,right blows my mind hahah
279,['true'],18411,true
280,"['check', 'minecraft', 'education', 'edition']",18942,check out minecraft education edition 
281,"['stop', 'haha', 'yo', 'stop', 'saying', 'word', 'cabbagey', 'earlier', 'honestly', 'think', 'blank', 'nowadays']",18998,it doesn't stop haha my yo wouldn't stop saying the word cabbagey earlier honestly i think i blank it out nowadays 
282,"['wait', 'hear', 'minecraft']",19009,just wait until you get to hear all about minecraft 😐
283,"['son', 'love', 'godddddd', 'care', 'minecraft']",19088,my son is and i love him but godddddd i don't care about minecraft
284,"['teach', 'sassy', 'backtalk', 'lines', 'throw', 'back', 'lil', 'bitches', 'limited', 'edition', 'unique', 'one', 'kind', 'shoes', 'good', 'regulat', 'converse', 'wearing', 'normies']",19520,teach him some sassy backtalk lines that throw back at those lil bitches those limited edition unique one of a kind shoes are too good for regulat converse wearing normies 💁🏽‍♂️
285,"['think', 'minecraft', 'would', 'better', 'idea']",20213,i think minecraft would be a better idea
286,"['terraria', 'might', 'interest']",20229,terraria might interest him 
287,"['minecraft', 'starbound', 'unturned', 'stardew', 'valley', 'kerbal', 'space', 'program', 'man', 'sky', 'raft', 'terraria', 'pc', 'games', 'going', 'pc', 'route', 'work', 'game', 'smartz', 'flashcards', 'extra', 'learning', 'vote', 'age', 'would', 'raft', 'definitely', 'would', 'learning', 'crafting', 'involved', 'good', 'luck']",20242,>minecraft starbound unturned stardew valley kerbal space program no man's sky raft terraria these are pc games if your going pc route most of these work with game smartz flashcards for extra learning my vote for this age would be raft there definitely would be learning crafting involved good luck 
288,"['kiddo', 'got', 'first', 'access', 'single', 'player', 'minecraft', 'loved', 'minecraft']",21109,my kiddo got his first at but only with access to single player minecraft he loved minecraft
289,"['bought', 'child', 'protective', 'software', 'laptop']",21134,same then they bought some child protective software for my laptop 
290,"['minecraft', 'inboxes']",21144,minecraft doesn't have inboxes what you on about 
291,"['commands', 'command', 'blocks']",21155,commands command blocks 
292,"['oh', 'duh', 'haha']",21310,oh duh haha 
293,"['jenny', 'definitely', 'end']",21779,jenny definitely isn’t at the other end of 
294,"['minecraft', 'nothing', 'suggest', 'play', 'minecraft', 'without', 'public', 'server', 'micro', 'transactions', 'mods', 'galore', 'great', 'game', 'bonding']",21897,if you're against minecraft there is nothing i can suggest you can play minecraft without being on a public server no micro transactions and mods galore it is a great game for bonding
295,"['nah', 'tablet', 'limited', 'would', 'go', 'laptop']",21949,nah tablet is limited i would go for laptop 
296,"['true', 'next', 'car']",22108,so true next up car 😅
297,"['rocket', 'league']",22333,rocket league
298,"['zelda', 'breath', 'wild', 'pokemon', 'sword', 'shield', 'minecraft', 'slime', 'rancher']",22507,zelda breath of the wild pokémon sword & shield minecraft slime rancher
299,"['yeah', 'definitely', 'option', 'using', 'laptop', 'research', 'coding', 'minecraft', 'pc', 'basement', 'little', 'harder']",22559,yeah definitely an option we do it when he's using the laptop for research or coding but minecraft is on my pc i the basement so a little harder 
300,"['stupid', 'word', 'one', 'without', 'underestimate']",22870,the stupid word is one we can all do without and no i don't underestimate him 
301,"['qustodio', 'software', 'pc', 'much']",22872,qustodio is software on his pc which does much the same 
302,"['know', 'best', 'buy', 'offeres', 'range', 'heavy', 'hitter', 'celeron', 'processors', 'little', 'ram', 'exactly', 'looking']",22903,i know best buy has had some offeres in that range it's not a heavy hitter celeron processors little ram but that's exactly what were looking for
303,"['someone', 'linked', 'celeron', 'geobook', 'might', 'good', 'one', 'us', 'target', 'like', 'laptop', 'range', 'example']",22906,someone linked a celeron geobook for that might be a good one for us target is like a laptop that we can get in the range for example
