,top words,ID,Text
152,"['got', 'done', 'playing', 'beta', 'felt', 'like', 'ass', 'tbh', 'defiantly', 'feel', 'like', 'old', 'mw', 'one', 'skip', 'kind', 'done', 'cod', 'anyway', 'glad', 'decision', 'justified']",4912,just got done playing the beta felt like ass tbh defiantly didn’t feel like old mw this one is a skip for me but i’ve kind of been done with cod for a while now anyway but i’m glad my decision is more justified
153,"['meme', 'culture', 'ruined', 'shooters']",4923,meme culture ruined shooters
154,"['bringing', 'maps', 'back', 'atmosphere', 'without', 'british', 'voice', 'actor', 'emblems', 'titles', 'popping', 'kills', 'guns', 'sound', 'lame', 'usual', 'like', 'automatic', 'staple', 'guns', 'og', 'intervention', 'either', 'wack']",4926,they’re only bringing the maps back the atmosphere will not be the same without the british voice actor no emblems and titles popping up after kills guns sound lame as usual like automatic staple guns no og intervention either wack
155,['mw'],4927,mw 
156,"['think', 'start', 'cod', 'demise']",4932,i think this is the start or the cod demise
157,"['salty', 'someone', 'else', 'fun', 'besides']",4936,y'all so salty when someone else has fun besides you 
158,"['casual', 'cod', 'player', 'buy', 'ones', 'look', 'decent', 'maybe', 'buy', 'operator', 'bundle', 'nothing', 'insane', 'say', 'cod', 'marketed', 'sold', 'laughable', 'took', 'one', 'look', 'cod', 'next', 'event', 'imediatly', 'said', 'skip', 'play', 'gamepass', 'years', 'fifa', 'madden', 'fresh', 'coat', 'paint', 'pushed', 'door', 'even', 'corpo', 'greed', 'terrible', 'consumer', 'spending', 'habits', 'engine', 'understandable', 'ui', 'overall', 'visual', 'sound', 'design', 'weapon', 'mechanics', 'interactions', 'identical', 'color', 'pallet', 'still', 'brown', 'uninspiring', 'touting', 'bunch', 'old', 'recycled', 'maps', 'like', 'engaging', 'consumers', 'average', 'bong', 'ripping', 'word', 'dropping', 'fire', 'alarm', 'beeping', 'background', 'cod', 'player', 'see']",4937,i'm a casual cod player i buy the ones that look decent and maybe buy an operator bundle or too nothing insane to say that cod should be marketed and sold as a is laughable i took one look at the cod next event and imediatly said skip or play off gamepass most years fifa and madden get a fresh coat of paint before being pushed out the door and this isn't even that this is what corpo greed and terrible consumer spending habits get you the same engine which is understandable but the same ui same overall visual and sound design weapon mechanics and interactions are identical color pallet is still brown and uninspiring and they are touting a bunch of old and recycled maps like what about this is engaging for consumers how does the average bong ripping n word dropping fire alarm beeping in the background cod player see in this 
159,"['know', 'care', 'recognize', 'whatever', 'hell', 'cod', 'reminds', 'reading', 'day', 'ashoka', 'tv', 'show', 'came', 'went', 'literal', 'magic', 'force', 'magic', 'witches', 'casting', 'magic', 'zombies', 'spells', 'time', 'travel', 'crap', 'feel', 'thing', 'hell', 'star', 'wars', 'even', 'whatever', 'hell', 'whatever']",4938,i don't know or care or recognize whatever the hell cod is now it reminds me of reading the other day that that ashoka tv show came and went and that it had literal magic not the force magic witches casting magic zombies spells time travel or some crap and i feel the same thing what the hell is star wars now even it isn't whatever the hell that is whatever 
160,"['twenty', 'cod', 'bucks', 'mask', 'thirty', 'cod', 'bucks', 'pants', 'cod', 'bucks', 'weapon', 'one', 'time', 'give', 'five', 'runs', 'map', 'low', 'low', 'price', 'cod', 'bucks', 'xd']",4941,that'll be twenty cod bucks for the mask thirty cod bucks for the pants cod bucks for the weapon and for one time only we'll give you five runs through the map for the low low price of cod bucks xd
161,"['cod', 'dead', 'since', 'infinite', 'warfare']",4947,cod has been dead since infinite warfare 
162,"['cod', 'sucks', 'period', 'bitch']",4948,cod sucks now period bitch
163,"['imagine', 'spending', 'euros', 'buy', 'cod', 'year', 'like', 'campaign', 'go', 'real']",4949,imagine spending euros to buy cod each year because i like the campaign go f*** yourselves for real 
164,"['hey', 'come', 'russians', 'bad', 'guys', 'shooter', 'russian', 'ever', 'baddies']",4950,hey come on the russians are the bad guys i’m which shooter the russian were ever the baddies 
165,"['nobody', 'yet', 'give', 'satisfactory', 'answer', 'calling', 'mw', 'mw']",4959,nobody has yet to give me a satisfactory answer to why they are calling this mw and not mw 
166,"['itt', 'people', 'havent', 'played', 'cod', 'last', 'years', 'dont', 'understand', 'still', 'one', 'popular', 'shooters', 'complaining', 'realistic', 'one', 'plays', 'wants', 'thatd', 'limit', 'cosmetics', 'boring', 'rehashes', 'shit', 'see', 'every', 'modern', 'shooter', 'thus', 'boring', 'play', 'regularly', 'cod', 'arcade', 'shooter', 'realism', 'tried', 'realistic', 'tactical', 'mw', 'everyone', 'hated', 'much', 'theyve', 'trying', 'revert', 'since', 'launch', 'mw', 'game', 'old', 'arcade', 'mechanics', 'added', 'back']",4962,itt people who havent played cod for the last years and dont understand why its still one of the most popular shooters as for those complaining about it not being realistic no one who plays wants that thatd limit cosmetics to boring rehashes of the same shit we see in every modern shooter and thus boring when you play regularly cod is an arcade shooter not realism they tried to get more realistic and tactical in mw and everyone hated it so much theyve been trying to revert it since launch and mw is the same game but with old arcade mechanics added back
167,"['mw', 'way']",4963,it’s mw all the way down
168,"['would', 'cod', 'fans', 'play', 'mechwarrior']",4964,why would cod fans play mechwarrior 
169,"['remember', 'said', 'cod', 'game', 'every', 'year', 'literally', 'true', 'crazy']",4966,remember when we said cod was the same game every year now it's literally true and that's crazy
170,"['miss', 'world', 'war']",4967,i miss world at war
171,"['zombies', 'player', 'annoyed', 'hear', 'zombies', 'game']",4974,as a zombies player i'm more annoyed to hear about what they're doing with zombies in this game
172,"['sucker', 'campaigns', 'idk', 'say']",4976,i'm a sucker for the campaigns idk what to say
173,"['remember', 'bozo']",4977,remember no bozo 
174,"['activision', 'cutting', 'edge', 'games', 'like', 'ow', 'mw', 'mw', 'fast', 'mw', 'course', 'mw', 'knuckles']",4982,activision has cutting edge games like ow mw mw v fast mw and of course mw & knuckles
175,"['tbf', 'skipped', 'mw', 'seems', 'like', 'mw', 'addressed', 'issues', 'mw', 'idk']",4985,tbf i skipped mw and it seems like mw addressed the issues i had with mw so idk
176,['burn'],4988,burn 🔥
177,"['one', 'things', 'miss', 'cod', 'stupid', 'skins', 'guilie', 'suit', 'fun', 'upgrade']",4989,one of the things that i do not miss about cod is the stupid skins the guilie suit was a fun upgrade
178,"['call', 'fortnite', 'disguise', 'way']",4992,its call of fortnite in disguise all the way
179,"['mw', 'filled', 'maps', 'mw']",5000,mw which is filled with maps from mw 
180,"['enjoy', 'campaigns']",5001,i enjoy the campaigns 
181,"['mean', 'mw']",5005,you mean mw 
182,"['guys', 'buying', 'new', 'cod', 'shit', 'still', 'playing', 'bo', 'zombies']",5010,you guys buying the new cod shit i’m still playing bo zombies 
183,"['battlebit', 'remastered']",5011,battlebit remastered is where it's at
184,['zombies'],5014,but but it'll have zombies
185,"['buying', 'zombies']",5020,i’m buying it for zombies 
186,"['think', 'burned', 'good', 'remained', 'player', 'base', 'least', 'whole', 'clan', 'old', 'geezers', 'guys', 'refusing', 'buy', 'mw', 'beta', 'mw', 'never', 'left', 'beta']",5021,i think they've burned up any good will that remained in the player base at least my whole clan of old geezers about guys is refusing to buy mw beta mw never left beta 
187,"['zombies', 'campaign', 'good', 'worth', 'multiplayer', 'longer', 'main', 'draw']",5022,if zombies and the campaign are good it's worth it to me the multiplayer is no longer the main draw for me 
188,['sick'],5027,sick
189,"['campaign', 'sale', 'drunk', 'thinking']",5028,i’ll get it for the campaign when it’s on sale or when i am drunk and not thinking
190,"['gets', 'zombie', 'fan', 'seemed', 'like', 'learnt', 'lesson', 'another', 'half', 'baked', 'zombie', 'mode', 'followed', 'another', 'half', 'baked', 'zombie', 'mode', 'supposed', 'next', 'black', 'ops', 'game', 'buying', 'cod', 'til', 'treyarch', 'given', 'freedom', 'deserve']",5031,what gets me zombie fan is it seemed like they had learnt their lesson but here we are with another half baked zombie mode that will be followed by another half baked zombie mode in the supposed next black ops game not buying any more cod til treyarch is given the freedom they deserve
191,['mechwarrior'],5034,mechwarrior i don't get it 
192,"['pay', 'play', 'campaign', 'please', 'lemme']",5036,i’ll pay just to play the campaign please lemme
193,"['buy', 'splatoon', 'better', 'shooter']",5037,just buy splatoon for the better shooter
194,"['defense', 'buy', 'mw', 'last', 'year', 'im', 'nostalgia']",5045,in my defense i didn’t buy mw last year and im just in this for nostalgia 
195,['mw'],5048,mw ²
196,"['dunno', 'still', 'many', 'fps', 'shooters', 'campaign', 'days', 'happy', 'buy', 'game', 'campaign', 'ranked', 'fuck', 'zombies', 'maybe', 'multiplayer', 'enjoy', 'mwiii', 'seriously', 'add', 'mwii', 'activision', 'shat', 'pants', 'decided', 'calling', 'mwiii', 'could', 'fix', 'mistakes', 'mwii', 'without', 'pissing', 'folk', 'liked', 'way', 'mwii', 'played', 'cynical', 'move', 'activision', 'happy', 'want', 'play', 'campaign', 'enjoy', 'dmz', 'like', 'zombies', 'mode', 'multiplayer', 'good', 'enough', 'plus']",5050,i dunno there still aren't many fps shooters with a campaign these days i'm happy to buy the game for the campaign and ranked then fuck about in zombies and maybe some multiplayer if i enjoy it mwiii seriously should have been an add on for mwii and activision shat their pants and decided by calling it mwiii they could fix all the mistakes of mwii without pissing off the folk that liked the way mwii played it's a cynical move by activision but i'm happy to just want to play the campaign and enjoy some dmz like zombies mode if the multiplayer is good enough that'll be a plus 
197,"['could', 'stopped', 'cod', 'fans']",5055,could have stopped at “cod fans”
198,"['probably', 'going', 'pick', 'mainly', 'want', 'game', 'campaign', 'zombies', 'mode']",5063,i'm probably going to pick it up but i mainly want the game for the campaign and zombies mode 
199,"['authentic', 'ww', 'loadout', 'right', 'gave', 'waw']",5070,authentic ww loadout right there gave up at waw 
200,"['lmao', 'cool', 'hat', 'missed', 'mw', 'maybe', 'mw', 'good', 'year']",5072,lmao that's a cool hat i missed mw maybe mw is good this year 
201,['mw'],5073,mw 
202,"['open', 'works', 'zombies', 'seems', 'interesting', 'though']",5079,the open works zombies seems interesting though 
203,"['mw', 'mwii', 'mw']",5081,mw +mwii=mw 
204,"['ehh', 'bought', 'cod', 'since', 'mw', 'really', 'bother', 'much', 'sbmm', 'ruin', 'anything', 'regardless']",5092,ehh haven’t bought a cod since mw so it doesn’t really bother me that much but the sbmm will ruin anything regardless 
205,"['fashion', 'game', 'endgame']",5103,fashion game is the endgame
206,"['totally', 'true', 'want', 'damn', 'multiplayer', 'map', 'familiar', 'concept', 'symmetry', 'theese', 'old', 'maps', 'dramatically', 'better', 'newer', 'offerings', 'lot', 'reasons', 'basic', 'symmetry', 'hard', 'really', 'overstate', 'great', 'feels', 'multiplayer', 'fps', 'fortunately', 'gamefly', 'last', 'gamepass', 'picks', 'since', 'help']",5104,while totally true i just want a damn multiplayer map familiar with the concept of symmetry theese old maps are dramatically better than the newer offerings for a lot of reasons but basic symmetry is hard to really overstate how great it feels in a multiplayer fps fortunately gamefly will last until gamepass picks it up since they just can't help themselves 
207,"['yep', 'actually', 'looking', 'forward', 'mw', 'campaign']",5106,yep i’m actually looking forward to the mw campaign 
208,"['mw', 'dlc', 'full', 'retail', 'edition']",5107,mw dlc full retail edition
209,"['mechwarrior', 'real', 'step', 'mechwarrior', 'tbh']",5109,mechwarrior was a real step up from mechwarrior tbh
210,"['rust', 'back']",5113,but rust is back 
211,"['beta', 'key', 'bother', 'installing', 'even', 'play', 'anymore']",5118,i have a beta key and didn’t bother installing it i don’t even play anymore
212,"['like', 'campaigns', 'okay', 'leave', 'alone']",5120,i like the campaigns okay leave me alone
213,"['look', 'zombie', 'ghost', 'enticing', 'mean', 'someone', 'cautiously', 'hopeful', 'mwz']",5130, look zombie ghost is enticing me i mean it as someone who's cautiously hopeful for mwz 
214,"['oh', 'guys', 'still', 'buying', 'games', 'sticking', 'warzone']",5131,oh you guys still buying their games i've just been sticking to warzone😅
215,"['cod', 'kids']",5132,cod is for kids
216,"['new', 'cod']",5135,new to cod 
217,"['map', 'pack', 'drop']",5139, map pack about to drop
218,"['generally', 'would', 'disagree', 'normally', 'release', 'different', 'themed', 'cod', 'every', 'year', 'coming', 'mw', 'one', 'year', 'mw', 'feels', 'scammy']",5142,generally i would disagree because they normally release a different themed cod every year but coming out with mw one year after mw feels scammy to me 
219,"['rebrand', 'fifa', 'point', 'luckily', 'cod', 'ea', 'longer', 'trademark', 'hostage']",5144,they should just rebrand to fifa at this point luckily for cod ea no longer has the trademark hostage 
220,['lol'],5148,lol
221,"['tbh', 'playing', 'cod', 'since', 'ghosts', 'besides', 'cold', 'war', 'zombies', 'lot', 'fun', 'classic', 'maps', 'weapons', 'good', 'well', 'ttk', 'yes', 'going', 'buy']",5152,tbh after not playing cod since ghosts besides cold war for zombies i'm having a lot of fun with the classic maps and the weapons are good as well as the ttk so yes i am going to buy it 
222,"['haha', 'running', 'faster', 'usain', 'bolt']",5158,haha they'll be running faster than usain bolt 
223,"['taking', 'detour', 'time', 'experience', 'mw', 'magic']",5163,taking a detour through time to experience the mw magic 
224,"['basically', 'mw']",5164,basically mw v 
225,"['new', 'campaign']",5167,does it have a new campaign 
226,"['fixed', 'dogshit', 'movement', 'though', 'everyone', 'psyched', 'think', 'essentially', 'copy', 'pasted', 'sure', 'lol']",5168,they fixed the dogshit movement though which is what everyone's psyched about i think but essentially copy and pasted for sure lol
227,"['include', 'campaign']",5169,does it include the campaign 
228,"['shit', 'literally', 'runs', 'mw', 'application', 'aswell', 'lmfao']",5170,shit literally runs on the mw application aswell lmfao
229,"['away', 'cod', 'super', 'confused', 'og', 'mw', 'mw', 'old', 'mw', 'maps', 'og', 'mw', 'lost', 'perhaps', 'planned', 'well', 'new', 'mw', 'people', 'wanted', 'og', 'mw', 'back', 'title', 'different', 'name', 'manipulate', 'people', 'buying', 'mw', 'actually', 'something', 'og', 'mw', 'people', 'buy']",5176,i been away from cod and now i am super confused their was og mw then a mw that is not the same as the old and now a mw with maps from og mw i am lost perhaps they planned this well new mw because people wanted og mw back same title different name to manipulate people to buying and now mw that actually is something of og mw because now people will buy again
230,"['mw', 'ultimate', 'mashup', 'mw', 'mw', 'settle', 'one', 'mw', 'two', 'mw', 'one', 'game', 'mind', 'blowing']",5178,mw the ultimate mashup of mw and mw because why settle for just one mw when you can have two mw s in one game mind blowing 
231,"['slide', 'cancel']",5187,you can slide cancel now 
232,"['dae', 'hate', 'call', 'duty', 'stop', 'liking', 'things', 'dont', 'like']",5188,dae hate call of duty stop liking things i dont like 
233,"['originally', 'saying', 'fuck', 'buying', 'heard', 'zombies', 'bastards', 'know', 'weakness']",5191,originally i was saying fuck that i'm not buying it but then i heard it has zombies 😭 those bastards know my weakness 
234,"['cod', 'mw', 'last', 'one', 'dedicated', 'servers', 'modding', 'community', 'still', 'quite', 'playerbase', 'every', 'cod', 'dogshit', 'cashgrab']",5196,cod mw was the last one with dedicated servers and a modding community it still has quite a playerbase every cod after that was a dogshit cashgrab 
235,"['never', 'realistic', 'shooter', 'always', 'arcade', 'shooter']",5211,why it's never been a realistic shooter it has always been an arcade shooter 
236,"['honestly', 'cod', 'stopped', 'taking', 'seriously', 'around', 'black', 'ops', 'imo']",5217,honestly cod stopped taking itself seriously around black ops imo 
237,"['ah', 'yes', 'akimbo', 'marathon', 'pro', 'super', 'serious']",5218,ah yes akimbo s with marathon pro were super serious
238,"['cod', 'always', 'arcade', 'shooter']",5219,cod has always been a arcade shooter
239,"['optional', 'skins', 'quit', 'playing', 'game', 'weird', 'lol']",5220,optional skins is why you quit playing a game weird lol
240,"['advanced', 'warefare', 'one', 'jump', 'packs', 'point', 'cod', 'started', 'going', 'downhill', 'fast', 'goofy', 'ass', 'gameplay', 'goofy', 'ass', 'cosmetics', 'random', 'drop', 'weapon', 'schematics', 'op', 'like', 'teh', 'asm', 'speakeasy', 'variant', 'absolutely', 'shredded', 'people', 'lucky', 'enough', 'drop']",5221,advanced warefare the one with jump packs was the point at which cod started going downhill fast the goofy ass gameplay with the goofy ass cosmetics and the random drop for those weapon schematics that were op like teh asm speakeasy variant that absolutely shredded people if you were lucky enough to get it to drop 
241,"['say', 'since', 'black', 'ops']",5229,i'd say it has been since black ops
242,"['really', 'play', 'campaigns']",5232,i really just play for the campaigns
243,"['say', 'go', 'buy', 'titanfall', 'gamestop', 'play', 'campaign', 'play', 'hour', 'mediocre', 'campaign', 'wild']",5235,then i’d say go buy titanfall for at gamestop and play that campaign just to play a hour mediocre campaign is wild to me
244,"['map', 'pack', 'dlc', 'good', 'grief']",5242, map pack dlc good grief 
245,"['alternative', 'would', 'play', 'first', 'mw', 'waw', 'mw', 'black', 'ops', 'four', 'possibly', 'greatest', 'arcade', 'shooters', 'ever', 'hit', 'shelves', 'newer', 'cods', 'drain', 'player', 'bases', 'faster', 'necessary']",5247,alternative would be to play the first mw from waw from mw from and black ops from four possibly greatest arcade shooters ever hit the shelves all the newer cods did was drain their player bases faster than necessary 
246,"['rather', 'paid', 'subscription', 'milked', 'product', 'every', 'year', 'considering', 'subscriptions', 'monthly', 'still', 'cheaper', 'buying', 'cod', 'every', 'year', 'cod', 'month', 'could', 'jump', 'month', 'enjoy', 'launch', 'offering', 'cancel', 'subscription', 'hop', 'back', 'next', 'major', 'content', 'drop', 'hits', 'instead', 'gotta', 'pay', 'front', 'cross', 'fingers', 'turn', 'game', 'shit', 'actually', 'deliver', 'content', 'claim', 'coming', 'pipeline', 'problem', 'lot', 'people', 'find', 'cod', 'fun', 'anymore', 'shit', 'like', 'sbmm', 'turning', 'game', 'sweat', 'fest', 'hop', 'games', 'pub', 'stomp', 'anymore', 'like', 'old', 'cods', 'actively', 'punished', 'better']",5248,i’d rather a paid subscription than being milked for the same product every year considering subscriptions on the monthly are still cheaper than buying a cod every year if cod was month i could jump in for a month and enjoy the launch offering cancel my subscription and hop back in for when the next major content drop hits instead i gotta pay **up front** and cross my fingers they don’t turn the game to shit and actually deliver on the content they claim is coming in the pipeline and the other problem is a lot of people don’t find cod fun anymore because of shit like sbmm turning the game into a sweat fest you can’t just hop on for games and pub stomp for or of them anymore like old cods you’re actively punished for doing better 
247,"['sounds', 'pretty', 'cool', 'wish', 'standalone', 'experience', 'instead', 'bundled']",5250,it sounds pretty cool i just wish it was a standalone experience instead of being bundled in
248,"['oooo', 'also', 'added', 'slide', 'cancelling', 'og', 'mini', 'map', 'back', 'tooooo', 'totally', 'worth']",5257,oooo but they also added slide cancelling and the og mini map back in tooooo totally worth the s
249,"['agree', 'completely', 'neglected', 'traditional', 'multiplayer', 'favor', 'warzone', 'trying', 'cash', 'extraction', 'shooters', 'dmz', 'dmz', 'could', 'good', 'gave', 'enough', 'shit', 'like', 'warzone']",5276,i agree they’ve completely neglected traditional multiplayer in favor of warzone and trying to cash in on extraction shooters with dmz dmz could be good if they gave enough of a shit about it like they did warzone
250,"['right', 'judge', 'lol']",5278,i’m in my right to judge you lol
251,"['seriously', 'play', 'og', 'mw', 'plutonium', 'pc', 'say', 'xbox', 'playstation', 'could', 'hacked', 'cuz', 'activision', 'give', 'shit', 'player', 'security']",5285,seriously don’t just play the og mw on plutonium on pc i can’t say on xbox or playstation because you could get hacked cuz activision doesn’t give a shit about player security
252,"['lol', 'starfield']",5289,lol starfield 
253,"['true', 'part', 'man', 'taste', 'play', 'old', 'zombies', 'plutonium', 'multiplayer', 'lol']",5294,true for the most part i’m a man of taste i play old zombies and plutonium multiplayer lol
254,"['exactly', 'would', 'issue', 'would', 'expansion', 'pack', 'mw', 'rebranded', 'game', 'call', 'duty', 'modern', 'warfare', 'instead', 'calling', 'sequel', 'giving', 'almost', 'nothing', 'players']",5304,exactly i would have no issue if this would’ve been an expansion pack for mw and they rebranded the game to “call of duty modern warfare” instead they’re calling it a sequel and giving almost nothing to the players for more
255,"['yea', 'unfortunately', 'right', 'bought', 'played', 'good', 'amount', 'mw', 'saw', 'game', 'turning', 'dipped', 'came', 'back', 'mw', 'thinking', 'maybe', 'improved', 'things', 'refunded', 'game', 'matches', 'abhorrent', 'sbmm', 'kicked']",5305,yea unfortunately you’re right i bought and played a good amount of mw then saw what the game was turning into and dipped came back for mw thinking they maybe improved on some things and refunded the game after matches when the abhorrent sbmm kicked in
256,"['every', 'cod', 'skip', 'unless', 'treyarch', 'made']",5312,every cod is skip unless it's treyarch made 
257,"['true', 'think', 'infinite', 'warfare', 'somewhat', 'underrated', 'compared']",5313,true and i think infinite warfare was somewhat underrated compared to what we have now
258,"['miss', 'blops', 'og', 'mw', 'games']",5321,i miss blops and the og mw games
259,"['honestly', 'super', 'pumped', 'zombies', 'looks', 'really', 'fun', 'buds', 'loved', 'dmz', 'dmz', 'vibe', 'mixed', 'zombies', 'missions', 'etc', 'wait']",5325,honestly i'm super pumped for zombies it looks really fun with my buds i loved dmz and it has that dmz vibe mixed in with zombies with missions etc can't wait
260,"['campaign', 'learned', 'form', 'bf', 'mistake', 'one', 'part', 'ctrl', 'ctrl', 'process']",5327,there'll be a campaign have they learned form bf s mistake not to have one or was that just part of the ctrl+c ctrl+f process 
261,"['sure', 'scam', 'bought', 'mw', 'expecting', 'remastered', 'mw', 'maps', 'none', 'mw', 'remastered', 'mw', 'maps', 'nahhhhh']",5330,they sure did scam me i bought mw expecting remastered mw maps but there were none now mw has remastered mw maps nahhhhh
262,['mw'],5334,mw 
263,['mw'],5335,mw 
264,"['wait', 'fifa', 'guns']",5337,wait it’s all fifa with guns 👨‍🚀🔫🧑‍🚀
265,"['yeah', 'mw', 'cod', 'mw', 'remastered', 'little', 'bit', 'jarring', 'getting', 'playing', 'cod', 'mw', 'remst', 'cod', 'mw', 'remst', 'suddenly', 'ui', 'quality', 'drops', 'mission', 'intros', 'change', 'style']",5339,yeah but before we get mw can we get cod mw remastered it's a little bit jarring getting to it after playing cod mw remst and cod mw remst and suddenly the ui quality drops and the mission intros change style 
266,"['sounds', 'like', 'played', 'beta', 'yet', 'mw', 'multiplayer', 'looks', 'fuck', 'ton', 'like', 'reskin', 'old', 'bo', 'bo', 'games', 'mw', 'zombies', 'single', 'player', 'campaign', 'might', 'new', 'multiplayer', 'beta', 'reskin', 'people', 'look', 'tiny', 'like', 'battlefield', 'exactly', 'stopped', 'playing', 'cod', 'back', 'day', 'ducking', 'hated', 'changes', 'back', 'fucking', 'hate', 'glad', 'warzone', 'going', 'change', 'engine', 'sounds', 'like', 'going', 'leave', 'wz']",5341,sounds like you haven’t played the beta yet mw multiplayer looks a fuck ton more like a reskin of the old bo and bo games then it does mw zombies and the single player campaign might be new but the multiplayer beta is just a reskin all the people look tiny like it’s battlefield which is exactly why i stopped playing cod back in the day i ducking hated those changes back then and i fucking hate them now i’m just glad that warzone isn’t going to change over to that engine it sounds like they are just going to leave wz as is 
267,"['bruh', 'put', 'nicki', 'minaj', 'operator', 'whatever', 'identity', 'integrity', 'call', 'duty', 'left', 'lost', 'point']",5363,bruh they put nicki minaj in as an operator whatever identity and integrity call of duty had left was lost at that point 
268,"['realise', 'looking', 'fornite', 'clone']",5364,when you realise you are looking at a fornite clone 
269,"['campaign', 'last', 'one', 'awesome']",5370,the campaign in the last one was awesome
270,"['past', 'games', 'worth', 'picking', 'used', 'campaign', 'played', 'since', 'mw']",5371,are there any past games worth picking up used for the campaign i haven't played once since mw 
271,"['also', 'zombies', 'way']",5372,and also zombies in a way 
272,"['charging', 'map', 'pack', 'splitting', 'playerbase', 'shit', 'horrible', 'iirc', 'cases', 'would', 'kicked', 'lobby', 'map', 'even', 'map', 'pack', 'could', 'put', 'map', 'rotation', 'meant', 'players', 'map', 'pack']",5376,>charging for a map pack and splitting up the playerbase that shit was horrible iirc in some cases you would just get kicked from the lobby for not having the map even if you did have the map pack you could get put in a map rotation meant for players that didn't have the map pack 
273,"['huh', 'weird', 'played', 'mw', 'black', 'ops', 'distinctly', 'remember', 'game', 'one', 'map', 'apiecerust', 'nuketown', 'saying', 'others']",5377,huh that’s weird i’ve played mw and black ops but distinctly remember each game only having one map apiece—rust and nuketown you’re saying there's others 
274,"['us', 'playing', 'since', 'originally', 'launched', 'pc', 'greatest', 'map', 'ever', 'created', 'came', 'carentan']",5378,some of us have been playing since when it was originally launched on pc that’s where the greatest map ever created came from carentan 
275,"['cod', 'spin', 'release', 'well', 'expansion', 'cod']",5379,* cod had a spin off release as well as an expansion to cod in 
276,"['agree', 'another', 'shooter', 'forgot', 'mention', 'really', 'enjoyed', 'siege', 'none', 'buddies', 'want', 'play', 'since', 'higher', 'learning', 'curve', 'solo', 'queueing', 'gets', 'boring', 'always', 'back', 'cod', 'dont', 'hate', 'game', 'agree', 'paying', 'every', 'year', 'frustrating']",5390, agree another shooter i forgot to mention that i really enjoyed is r siege but none of my buddies want to play since it has a higher learning curve so solo queueing gets boring so it’s always back to cod… i dont hate the game just agree paying for it every year is frustrating 
277,"['yeah', 'like', 'crosshair', 'sights', 'crazy', 'attachments', 'waw', 'golden', 'weapons', 'cod']",5397,yeah like those crosshair sights and crazy attachments we had in waw or those golden weapons from cod 
278,"['yep', 'waw', 'mw', 'gen', 'peak', 'cod']",5407,yep waw and mw on gen were peak cod
279,"['serious', 'shit']",5411,more serious than this shit
280,"['cosmetics', 'remember', 'game', 'perfectly', 'line', 'scifi', 'setting', 'tho', 'loot', 'crate', 'shit', 'annoying', 'actually', 'loved', 'advanced', 'warfare', 'feel', 'like', 'one']",5413,the cosmetics that i remember in that game were perfectly in line with its scifi setting tho the loot crate shit was annoying i actually loved advanced warfare but i feel like i’m the only one
281,"['ghosts', 'meh', 'overall', 'absolute', 'bastard', 'hipfire', 'lmg', 'brought', 'great', 'joy']",5418,ghosts was meh overall but i was an absolute bastard with the hipfire only lmg and it brought me great joy 
282,"['really', 'liked', 'ww', 'campaign', 'although', 'never', 'played', 'cod', 'thinking', 'getting', 'cheaper', 'used', 'copies', 'last', 'cods', 'campaigns', 'worth']",5422,i really liked the ww campaign although never played any other cod i was thinking of getting cheaper used copies of the last cods to get through the campaigns are they worth it 
283,"['played', 'titanfall', 'cod', 'campaigns', 'mediocre', 'sorry', 'put', 'hours', 'justify', 'purchase']",5425,i've played titanfall the cod campaigns are not mediocre sorry i don't put hours into it to justify my purchase
284,"['explain', 'skins', 'allowing', 'character', 'looking', 'like', 'killer', 'clown', 'bunch', 'painted', 'guns', 'comedic', 'point']",5426,how does that explain the skins allowing your character to looking like a killer clown with a bunch of painted guns that’s comedic at this point 
285,"['year', 'activision', 'fuck', 'us', 'rather', 'usual', 'insane']",5431, a year for activision to fuck us over rather than the usual are you insane 
286,"['left', 'new', 'campaign', 'new', 'open', 'world', 'zombies', 'new', 'gunsbut', 'please', 'rant', 'stomped', 'optimatch']",5440,left out the new campaign the new open world zombies new guns…but please rant on because you get stomped in optimatch 
287,"['campaign', 'bad', 'mp', 'bleh', 'insanely', 'large', 'install', 'size', 'though', 'never', 'play']",5445,campaign wasn't bad mp was bleh the insanely large install size though is why i'll never play that again 
288,"['easily', 'fun', 'cod', 'multiplayer', 'years', 'still', 'play']",5447,easily was the most fun cod multiplayer in years for me i still play it 
289,"['basically', 'yep', 'dmz', 'hunt', 'showdown', 'extraction', 'shooter', 'genre', 'escape', 'tarkov', 'popularized', 'sure', 'eft', 'created', 'genre', 'seems', 'one', 'attributed']",5458,basically yep dmz and hunt showdown are both the same extraction shooter genre that escape from tarkov popularized not sure if eft created the genre or not but it seems to be the one most attributed to it
290,"['pretty', 'sure', 'sniper', 'operator', 'gilly', 'suit', 'trash', 'bought', 'dope', 'af']",5466,pretty sure there was a sniper operator with a gilly suit of trash i bought it because it was dope af 
291,"['oh', 'know', 'last', 'cod', 'played', 'original', 'mw']",5474,oh i don't know the last cod i played was the original mw 
292,"['one', 'best', 'campaigns']",5484,it had one of the best campaigns too 
