,top words,ID,Text
202,"['ffxii', 'devil', 'may', 'cry', 'gta', 'vice', 'city', 'san', 'andreas', 'ico', 'sotc', 'kingdom', 'hearts', 'kh', 'silent', 'hill', 'resident', 'evil', 'tekken', 'mortal', 'kombat', 'played', 'many', 'games', 'looked', 'amazing', 'ps', 'even', 'dark', 'cloud', 'looks', 'better']",9972,ffxii devil may cry gta vice city and san andreas ico sotc kingdom hearts and kh silent hill resident evil tekken and mortal kombat played many games that looked amazing on the ps even dark cloud looks better than this
203,"['alabama', 'man', 'quick', 'strong', 'active']",10017,alabama man he's quick he's strong he's active 
204,"['wild', 'wacky', 'action', 'bike']",10028,#wild wacky action bike
205,"['one', 'crown', 'people', 'champion']",10034,this one… i crown you the people champion
206,"['dude', 'lol', 'looks', 'similar']",10082,dude same lol looks so similar
207,"['fuck', 'man', 'cant', 'behind', 'fun', 'guess', 'holy', 'shit', 'cant', 'see', 'like', 'deep', 'strategy', 'hooked', 'motivating', 'narrative', 'fight', 'test', 'reaction', 'times', 'intuition']",10117,fuck man i cant get behind that how is it fun each to their own i guess but holy shit i cant see like any deep strategy to get hooked into or motivating narrative to fight for or test of my reaction times intuition
208,"['muh', 'glorified', 'cock', 'fighting', 'cute', 'animated', 'rodent', 'makes', 'live', 'childiood', 'never', 'truly', 'able', 'experience', 'want', 'since', 'man', 'child']",10210,but muh glorified cock fighting and cute animated rodent that makes me to re live my childiood that i'll never truly be able to experience again but i want since i'm a man child 
209,"['feel', 'like', 'sonic', 'fans', 'least', 'post', 'ironic', 'self', 'awareness', 'sense', 'humour']",10214,i feel like sonic fans at least have a post ironic self awareness and sense of humour about it 
210,"['think', 'ok', 'release', 'pos', 'nothing', 'dead', 'corpse', 'different', 'color', 'skin', 'stretched', 'man', 'sure', 'smart', 'people', 'like', 'help', 'kind', 'person', 'makes', 'things', 'ruined', 'everyone', 'else', 'complacent', 'idiotic', 'willing', 'shill', 'corporation', 'give', 'fuck', 'talk', 'abusive', 'yet', 'abusive', 'relationship', 'still', 'partaking', 'shit', 'games', 'border', 'lining', 'mediocrity', 'best']",10259,so you think it is ok for them to release other pos nothing more than a dead corpse with a different color skin stretched on it man you sure are smart people like you don't help you are the kind of person that makes things ruined for everyone else by being complacent and idiotic you are a willing shill for a corporation that doesn't give a fuck about you you talk about abusive yet you are in an abusive relationship by still partaking in these shit games border lining on mediocrity at best 
211,"['strangely', 'far', 'either']",10360,but strangely not too far either 
212,"['thank', 'lol', 'people', 'downvoting']",10363,thank you lol at people downvoting 
213,"['oh', 'man', 'offended', 'lol', 'even', 'nintendo', 'haha']",10374,oh man i offended you lol i don’t even own a nintendo haha 
214,"['looked', 'xenoblade', 'supposed', 'impressed']",10381,i looked at xenoblade am i supposed to be impressed 
215,"['right', 'pokemon', 'pocket', 'monsters', 'animal', 'cruelty', 'inhumane', 'treatment', 'dog', 'fighting', 'slavery', 'easily', 'solve', 'genius', 'animal', 'shelter', 'owner', 'saves', 'animals', 'wild', 'maybe', 'sort', 'censored', 'secret', 'agent', 'assassinates', 'animal', 'beastialists', 'like', 'ash']",10400,right pokemon pocket monsters is animal cruelty inhumane treatment dog fighting and slavery but i can easily solve that out as a genius e g animal shelter owner who saves animals from the wild maybe some sort of censored secret agent who assassinates animal beastialists like ash 
216,"['dynamax', 'eas']",10476,that's what dynamax eas
217,"['fuck', 'dude']",10509,what the fuck dude 
218,"['feel', 'like', 'made', 'vannilish', 'line', 'part', 'ghost', 'type', 'much', 'flak', 'possessed', 'ice', 'cream', 'cone']",10571,i feel like if they just made the vannilish line part ghost type there wouldn't have been as much flak it's now a possessed ice cream cone 
219,"['man', 'oh', 'boy', 'regret', 'edit', 'spelling']",10662,man that was me and oh boy do i regret that edit spelling
220,"['wana', 'like', 'alabama', 'man']",10701,i wana be just like alabama man 
221,"['glad', 'around', 'blue', 'red', 'teams', 'everyday', 'recess', 'fight', 'pokemon', 'fight', 'teams', 'would', 'meet', 'big', 'kids', 'slide', 'slug', 'lol', 'god', 'magical']",10707,i'm glad i was around for blue and red there was teams everyday at recess there was a fight not a pokemon fight but the teams would meet at the big kids slide and we'd just slug it out lol god the 's were magical
222,"['radical', 'red', 'absolutely', 'amazing']",10714,radical red is absolutely amazing 
223,"['obviously', 'fine', 'different', 'opinion', 'condescending', 'way', 'expressing', 'explanation', 'contribution', 'say', 'thinks', 'like', 'unfathomable', 'people', 'might', 'disagree', 'wild']",10744,it’s obviously fine to have a different opinion but this is such a condescending way of expressing that no explanation or contribution you just say “no … it isn’t … who thinks this ” like it’s unfathomable that people might disagree with you wild 
224,"['play', 'pokemon', 'games', 'tested', 'reaction', 'times', 'intuition', 'still', 'know', 'type', 'match', 'ups', 'right', 'motivating', 'narrative', 'pokemon', 'game', 'narrative', 'become', 'best', 'become', 'campion', 'ever', 'kids', 'games', 'much', 'deep', 'strategy', 'want', 'game', 'bunch', 'animals', 'blast', 'thunder', 'backsides']",10773,you don't play pokémon games to get tested on reaction times and the intuition is still there you know your type match ups right as for motivating narrative it's a pokémon game the narrative is to become the very best and become campion as ever these are kids games how much deep strategy do you want for a game that has a bunch of animals that can blast thunder out of their backsides 
225,"['competitive', 'deep', 'strategically']",10776, v competitive is very deep strategically
226,"['mine', 'grayscale', 'sky', 'clouds', 'still', 'blue', 'gray']",10789,mine had a grayscale sky clouds were still there but the blue was gray 
227,"['ouch', 'undeserved', 'downvotes', 'clearly', 'joke']",10823,ouch undeserved downvotes this was clearly a joke
228,"['oh', 'soooo', 'glad', 'lowered', 'accept', 'trash', 'developer', 'lazy', 'wrap', 'new', 'skin', 'around', 'decaying', 'corpse', 'every', 'couple', 'years', 'willingly', 'partaking', 'making', 'industry', 'worse', 'lazy', 'exercise', 'restraint', 'principles']",10865,oh we are soooo glad you have lowered yourself to accept such trash the developer is lazy all they do is wrap a new skin around a decaying corpse every couple of years you are willingly partaking in making the industry worse all because you are too lazy to exercise restraint or principles 
229,"['hell', 'got', 'man', 'sky', 'assuming', 'black', 'magic', 'used']",10967,hell they got no man's sky on it and we're all just assuming black magic was used 
230,"['wait', 'ark', 'switch']",11016,wait what there's ark on switch 
231,"['anything', 'daniel', 'mullins', 'goty', 'pick', 'year', 'lol', 'talented', 'dude']",11078,anything by daniel mullins is my goty pick that year lol what a talented dude
232,"['man', 'love', 'chandelure', 'forgot', 'pushback']",11104,man i love chandelure i forgot all the pushback from then 
233,"['women', 'children', 'animals', 'slaughtered', 'like', 'animals']",11136,and the women and children too they are animals and i slaughtered them like animals 
234,"['man', 'gotta', 'shit', 'vns']",11162,man what you gotta shit on vns for 
235,"['nintendo', 'seal', 'quality', 'box']",11239,does it have the nintendo seal of quality on the box 
236,"['intuition', 'sense', 'like', 'ok', 'pokemon', 'looks', 'like', 'strong', 'special', 'attacker', 'raise', 'special', 'defense', 'tank', 'hit', 'pokemon', 'seems', 'like', 'probably', 'ground', 'attacks', 'switch', 'flying', 'pokemon', 'suppose', 'strongest', 'point', 'view', 'think', 'like', 'intuition', 'level', 'fighting', 'game', 'like', 'smash', 'bros', 'example', 'constant', 'like', 'unconscious', 'judgment', 'next', 'right', 'move', 'moment', 'moment', 'basis', 'suppose', 'dont', 'mean', 'imply', 'pokemon', 'games', 'expected', 'intuition', 'style', 'gameplay', 'mean', 'list', 'one', 'things', 'find', 'enjoyable', 'games', 'general', 'game', 'lacks', 'deep', 'strategy', 'compelling', 'narrative', 'reaction', 'time', 'intuition', 'seems', 'like', 'thing', 'compensate', 'motivating', 'narrative', 'pokemon', 'game', 'narrative', 'become', 'best', 'become', 'campion', 'ever', 'dont', 'see', 'inherently', 'motivating', 'narrative', 'care', 'becoming', 'champion', 'doesnt', 'feel', 'like', 'odds', 'stacked', 'playable', 'character', 'player', 'considering', 'playable', 'character', 'self', 'insert', 'becoming', 'champion', 'seems', 'easy', 'inevitable', 'feels', 'like', 'nothing', 'prove', 'sense', 'like', 'challenging', 'pre', 'school', 'spelling', 'bee', 'suppose', 'wouldnt', 'necessarily', 'bad', 'playable', 'character', 'didnt', 'seem', 'like', 'self', 'insert', 'mean', 'give', 'playable', 'character', 'personality', 'make', 'look', 'excited', 'becoming', 'champion', 'look', 'disheartened', 'encounter', 'set', 'backs', 'sometimes', 'enough', 'motivation', 'player', 'want', 'act', 'guiding', 'force', 'even', 'game', 'easy', 'believe', 'think', 'game', 'little', 'misfortune', 'good', 'example', 'seems', 'easy', 'inevitable', 'win', 'often', 'still', 'enjoyable', 'play', 'player', 'wants', 'guide', 'playable', 'character', 'forward', 'kids', 'games', 'much', 'deep', 'strategy', 'want', 'game', 'bunch', 'animals', 'blast', 'thunder', 'backsides', 'much', 'possible', 'difficult', 'option', 'main', 'menu', 'artificially', 'limit', 'opponent', 'stats', 'artificially', 'limit', 'player', 'potential', 'like', 'child', 'discouraged', 'playing', 'chess', 'parent', 'dont', 'give', 'chess', 'resort', 'checkers', 'handicap', 'parent', 'start', 'less', 'pieces', 'child', 'able', 'win', 'enough', 'engaging']",11267,there is some intuition in the sense of like 'ok this pokemon looks like a strong special attacker so i'll raise my special defense to tank this hit' or 'this pokemon seems like it probably has ground attacks so i'll switch to a flying pokemon' i suppose that's the strongest point in my view i think but it's not like intuition on the level of a fighting game like smash bros for example in which there's this constant like unconscious judgment of what the next right move is on a moment to moment basis i suppose i dont mean to imply that pokemon games *should* or should be expected to have that intuition style of gameplay; i just mean to list it as one of the things i find enjoyable in games in general and that if a game lacks deep strategy and compelling narrative then to me reaction time intuition seems like the only thing that can compensate >as for motivating narrative it's a pokémon game the narrative is to become the very best and become campion as ever i dont see that as inherently being a motivating narrative; why care about becoming the champion if it doesnt feel like the odds are stacked against the playable character the player themselves if considering the playable character as a self insert becoming the champion seems so easy and inevitable that it feels like there's nothing to 'prove' in a sense like challenging a pre school to a spelling bee which i suppose wouldnt necessarily be bad if the playable character didnt seem like such a self insert i mean give the playable character a personality and make them look excited about becoming champion look disheartened when they encounter set backs and so on and sometimes that is enough motivation for the player to want to act as a guiding force even if the game is very easy i believe i think the game little misfortune is a good example of this in which it seems easy and inevitable to 'win' but often still enjoyable to play because the player just wants to guide the playable character forward >these are kids games how much deep strategy do you want for a game that has a bunch of animals that can blast thunder out of their backsides as much as possible if it's too difficult have an option in the main menu to artificially limit the opponent's stats but not artificially limit the player's potential like if a child is discouraged playing chess against their parent dont give up on chess and resort to checkers just handicap the parent by having them start with less pieces until the child is able to win enough for it to be engaging
237,"['wait', 'couple', 'weeks', 'itching', 'hard', 'whine', 'something']",11304,it’s both just wait a couple weeks or are you itching that hard to whine about something 
238,"['see', 'couple', 'weeks']",11391,see you in a couple weeks
239,"['wait', 'ported', 'eternal']",11402,wait they ported eternal too 
240,"['multiple', 'teams', 'actually', 'id', 'software', 'culture', 'promoting', 'clean', 'functional', 'coding', 'practices', 'since', 'founded', 'lookup', 'john', 'carmack', 'man', 'legit', 'programmer', 'panic', 'button', 'team', 'handled', 'port', 'slouches', 'either']",11412,multiple teams actually id software has had a culture promoting clean and functional coding practices since they were founded in the s lookup john carmack man is a legit programmer and panic button the team that handled the port are no slouches either 
241,['dude'],11510,dude same
242,"['one', 'thing', 'compare', 'lizard', 'echidna', 'pidgeot', 'owl', 'entirely', 'different', 'compare', 'dream', 'based', 'psychic', 'type', 'tapir', 'different', 'dream', 'based', 'psychic', 'type', 'tapir', 'type', 'species', 'theme', 'literally', 'could', 'changed', 'anything', 'maybe', 'grass', 'type', 'dream', 'based', 'tree', 'maybe', 'dark', 'type', 'dream', 'tapir', 'maybe', 'tapir', 'nothing', 'dreams', 'nope', 'theme', 'species', 'type', 'even', 'number', 'evolutions', 'way', 'specific', 'coincidence']",11539,it’s one thing to compare a lizard and an echidna or a pidgeot and an owl it’s entirely different to compare a dream based psychic type tapir to a different dream based psychic type tapir same type same species same theme they literally could have changed *anything* maybe it’s a grass type dream based tree maybe it’s a dark type dream tapir maybe it’s a tapir with nothing to do with dreams nope same theme same species same type even same number of evolutions it’s way too specific to be a coincidence 
243,"['okay', 'annoyed', 'people', 'actively', 'enabling', 'kinda', 'quality', 'gotcha', 'dude']",11541,so its not okay to be annoyed with people for actively enabling this kinda of quality gotcha dude 
244,"['crime', 'shit', 'ss']",11629,is it a crime to shit on ss now 
245,"['seriously', 'regardless', 'looks', 'sink', 'ton', 'time', 'friends', 'makes', 'worth', 'first', 'time', 'let', 'starter', 'little', 'gator', 'started', 'running', 'circles', 'around', 'thunking', 'asleep', 'ecstatic', 'dude', 'could', 'fuecoco', 'expression', 'introduced', 'starters', 'oh', 'god']",11635,seriously regardless of how it looks i will sink a ton of time into this with my friends and to me that makes it worth it > the first time i let my starter out and the little gator started just running circles around me before thunking out asleep i just was ecstatic *dude* i could not get over fuecoco's expression when you're introduced to the starters oh my god 
246,"['multiplayer', 'yet']",11754,no multiplayer yet
247,"['like', 'women']",11783,just how i like my women 
248,"['marginally', 'faster', 'ps', 'black', 'magic', 'wizardry', 'architecture', 'pushed', 'ahead', 'many', 'ways', 'completely', 'outclassed', 'xbox']",11784,it was marginally faster than the ps but that had black magic wizardry in its architecture that pushed it ahead in many ways and both of them were completely outclassed by the xbox 
249,"['women', 'children']",11846,and the women and the children too
250,"['hello', 'ashen', 'one', 'bot', 'tend', 'flame', 'tend', 'thee', 'wish', 'hear', 'tale', 'warm', 'feeling', 'inside', 'chance', 'help', 'others', 'laddersmith', 'gilligan', 'pleasant', 'journey', 'champion', 'ash', 'praise', 'sun']",11877,hello ashen one i am a bot i tend to the flame and tend to thee do you wish to hear a tale > *“i get such a warm feeling inside when i get the chance to help others ”* laddersmith gilligan have a pleasant journey champion of ash and praise the sun \\[t] 
251,"['whining', 'ok']",11935,so whining then ok 
252,"['spore', 'dark', 'day', 'never']",11939,spore i was there on that dark day never again 
253,"['said', 'carmack', 'inspired', 'ultima', 'underworld', 'demo', 'ces']",11991,its said that carmack was inspired by the ultima underworld demo from ces in 
254,"['fair', 'man', 'legend']",11993,fair the man is a legend 
255,"['getting', 'downvoted', 'wrong']",12000,why is he getting downvoted he's not wrong is he 
256,"['point', 'stretching', 'thin']",12071,what’s the point of stretching themselves out so thin 
257,"['mate', 'could', 'said', 'sentences', 'makes', 'come', 'pretentious', 'getting', 'downvotes', 'despite', 'saying', 'anything', 'crazy']",12073,mate you could of said all this in a few sentences it just makes you come off as pretentious which is why you are getting downvotes despite not saying anything crazy 
258,"['know', 'discontinued', 'ago', 'right', 'removed', 'quality', 'bit', 'seal', 'represents', 'officially', 'licensed']",12078,you know they discontinued that a while ago right they removed the quality bit and the seal only represents that it was officially licensed 
259,"['sounds', 'like', 'one', 'whining', 'like', 'comment', 'downvoted', 'move', 'life', 'whining', 'cause', 'someone', 'worship', 'video', 'game', 'nothing', 'bro']",12100,sounds like you're the one whining if you don't like a comment you can downvoted and move on with your life whining cause someone doesn't worship your video game does nothing bro
260,"['literally', 'idea', 'anyone', 'would', 'downvote', 'really']",12123,i have literally no idea why anyone would downvote you it really is
261,"['nah', 'john', 'romero', 'secretly', 'icon', 'sin', 'noclipped']",12138,nah that was john romero he was secretly the icon of sin if you noclipped into it
262,"['roller', 'coaster', 'tycoon', 'written', 'assembly', 'dev', 'something', 'hardcore']",12139,wasn’t roller coaster tycoon written in assembly by the dev or something just as hardcore 
263,"['stand', 'doduo', 'blasphemy']",12165,i won't stand for this doduo blasphemy 
264,"['prequel', 'one', 'punch', 'man']",12175,is that the prequel to one punch man p
265,"['yep', 'assembly']",12228,yep it was assembly
266,"['actual', 'fuck', 'write', 'game', 'like', 'rct', 'assembly']",12230,how the actual fuck do you write a game like rct in assembly
267,"['replying', 'stereotypes', 'stereotypes', 'also', 'romani', 'ethnicity', 'race']",12271,just replying to stereotypes with stereotypes also romani is an ethnicity not a race 
268,"['hacker', 'man']",12291,he's hacker man
269,"['well', 'one', 'line', 'time', 'assembled', 'suppose', 'lol']",12295,well one line at a time until it’s assembled i suppose lol
270,"['oh', 'meant', 'guy', 'made', 'rollercoaster', 'tycoon', 'great', 'hear', 'carmack', 'accomplishments', 'influences']",12296,oh no i meant the guy who made rollercoaster tycoon but it's great to hear all of carmack's accomplishments and influences
271,"['one', 'crying', 'childrens', 'toy']",12316,i’m not the one crying about a childrens toy
272,['bright'],12318,you’re not very bright are you 
273,"['awww', 'yeah', 'writing', 'webpage', 'notepad', 'saving', 'index', 'html']",12336,awww yeah writing your webpage in notepad and saving it as index html
274,"['html', 'markup', 'language', 'exactly', 'programming', 'language']",12362,c++ not c+ and html is a markup language not exactly a programming language
275,"['even', 'crazier', 'lot', 'rockets', 'took', 'people', 'moon', 'painstakingly', 'intricately', 'designed', 'using', 'number', 'crunching', 'might', 'good', 'ol', 'analog', 'slide', 'rule']",12376,even crazier a lot of those rockets that took people to the moon were painstakingly and very intricately designed using the number crunching might of the… good ol’ analog slide rule 
276,"['since', 'somehow', 'oblivious', 'game', 'getting', 'clowned']",12410,that'd be you since you're somehow oblivious to the game getting clowned on 
277,"['like', 'something', 'bs', 'love', 'clown', 'recent', 'pokemon', 'games', 'trans', 'women', 'men', 'simply', 'actual', 'women', 'men']",12475,more like i have something against bs that's why i love to clown on the recent pokemon games trans women men just simply aren't actual women men 
278,"['really', 'anything', 'seems', 'like', 'force', 'delusions', 'onto', 'others', 'example', 'came', 'across', 'trans', 'gender', 'woman', 'site', 'called', 'preferred', 'gender', 'pronouns', 'new', 'name', 'tried', 'respectful', 'everything', 'started', 'calling', 'transphobic', 'sad', 'date', 'trans', 'women', 'attracted', 'actual', 'women', 'looks', 'like', 'ones', 'problem']",12479,don't really have anything against them but it seems to me that they like to force their delusions onto others for example i once came across a trans gender woman on this site who i called by their preferred gender pronouns and new name tried to be respectful and everything that started calling me transphobic just because i sad i wouldn't date any trans women because i'm attracted to actual women to me it looks like they are the ones with the problem 
279,"['makes', 'transphobic', 'straight', 'date', 'women']",12480,if that makes me transphobic then so be it after all i'm straight i only date women 
280,"['nope', 'already', 'well', 'established', 'majority', 'population', 'trans', 'women', 'women', 'simple']",12483,nope it's already well established by the majority of the population that trans women are not women simple as that 
281,"['support', 'first', 'claim', 'trans', 'women', 'women', 'without', 'scientific', 'evidence']",12484,support yours first how can you claim that trans women are women without scientific evidence 
282,"['man', 'tired', 'making', 'fool', 'yet', 'god', 'war', 'ragnarok', 'come', 'lol']",12501,man how aren't you tired of making a fool of yourself yet when did god of war ragnarok come out again lol
283,"['day', 'difference', 'lmao', 'math', 'strong', 'suit', 'see', 'form', 'advanced', 'copium', 'seen', 'yet']",12503,there is just a day difference lmao math is not your strong suit i see or is this a form of advanced copium i haven't seen yet 
284,"['bloxburg', 'stats']",12565,does this have bloxburg stats
285,"['actually', 'press', 'button']",12610,it was actually “don’t press the button ”
286,"['worth', 'replying', 'take', 'downvote', 'buzz']",12649,you're not worth replying to take your downvote and buzz off 
287,['farted'],12696,i farted
288,"['lit', 'totally', 'relate']",12924,lit can totally relate 
289,"['check', 'black', 'mirror', 'arkangel', 'episode']",13022,you should check out black mirror arkangel episode 
290,"['hated', 'outdoors', 'child', 'asthmatic', 'allergic', 'everything', 'constantly', 'getting', 'bitten', 'bugs', 'like', 'getting', 'dirty', 'anxiety', 'thing', 'loved', 'creative', 'pretend', 'play', 'best', 'playdates', 'usually', 'involved', 'sort', 'small', 'plastic', 'barbie', 'bratz', 'polly', 'pocket', 'hot', 'wheels', 'littlest', 'pet', 'shop', 'dudes', 'lego', 'perhaps', 'combination', 'thereof', 'polly', 'spider', 'man', 'often', 'dated', 'vaguely', 'polly', 'sized', 'spider', 'man', 'action', 'figure', 'mix', 'good', 'ol', 'open', 'world', 'storytelling', 'got', 'older', 'bake', 'dates', 'make', 'cupcakes', 'cookies', 'banana', 'bread', 'go', 'upstairs', 'experiment', 'makeup', 'ate', 'gossiped', 'kind', 'relationship', 'trying', 'build', 'little', 'niblings', 'one', 'based', 'idea', 'indoorsy', 'synonymous', 'screens', 'time']",13051,i hated the outdoors as a child because i was asthmatic and allergic to everything and constantly getting bitten by bugs and didn't like getting dirty anxiety thing but i loved creative pretend play and the best playdates usually involved some sort of small plastic being barbie bratz polly pocket hot wheels littlest pet shop dudes lego or perhaps a combination thereof polly and spider man often dated because there was a vaguely polly sized spider man action figure in the mix and some good ol' open world storytelling as we got older we'd have bake dates to make cupcakes or cookies or banana bread and then go upstairs and experiment with makeup while we ate and gossiped that's the kind of relationship i'm trying to build with my little niblings too one based on the idea that being indoorsy doesn't have to be synonymous with screens of the time 
291,"['wow', 'classic', 'hardcore']",13198,wow classic hardcore for me but i get it 
292,"['ooh', 'gotcha', 'think', 'cos', 'spikey', 'really', 'stretching', 'imagination', 'though']",13425,ooh gotcha i think it’s cos they’re spikey really stretching the imagination there though
293,['genius'],13879,this is genius 
294,['idea'],13886,no idea 
295,"['saying', 'spell', 'unlikely', 'dexterity', 'type', 'qwerty', 'keyboard', 'well']",14343,i'm not saying they can't spell just that they're unlikely to have the dexterity to type on a qwerty keyboard well 
296,"['oh', 'man', 'imagine', 'ever', 'recover']",14406,oh man i can't imagine how they'll ever recover 
297,"['chunli', 'ride', 'pony', 'ong']",14609,chunli ride the pony ong
298,"['downvoted', 'game', 'platform', 'thousands', 'narrative', 'games']",14662,how is this downvoted it’s a game platform there are thousands of narrative games on it 
299,"['oh', 'man', 'boys', 'farts']",14666,oh man boys and farts 😂
300,"['lol', 'legit', 'reaction']",14748,lol legit this was my reaction too
301,"['maybe', 'nazi', 'loving', 'dicks', 'kidding', 'think', 'either']",14764,but maybe nazi loving dicks just kidding i don’t think so either 
302,"['big', 'hairy', 'man', 'penises', 'shooting', 'cum']",14783,big hairy man penises shooting out cum 
303,"['screen', 'names', 'young', 'black', 'spiral', 'notebook', 'erased', 'words', 'theres', 'theing', 'gravity', 'earth', 'sucks', 'onto', 'cover']",15088,we didn’t have screen names when i was that young but i did have a black spiral notebook that i had erased the words “theres no such theing as gravity earth just sucks” onto the cover 
304,['cute'],15433,so cute 
305,"['wow', 'could', 'see', 'inlaws']",15673,wow i could see my inlaws doing this 
306,"['faraday', 'bag']",15675,get a faraday bag
307,"['neighbor', 'son', 'threw', 'ipad', 'window', 'interstate', 'edit', 'spelling', 'correction']",15961,our neighbor’s son threw his ipad out the window on the interstate 😶 edit spelling correction
308,"['heard', 'grey', 'rocking', 'never', 'looked', 'upso', 'imagined', 'called', 'bc', 'preferred', 'method', 'shushing', 'old', 'person', 'acting', 'like', 'baby', 'like', 'rocking', 'elderly', 'gray', 'haired', 'baby', 'far', 'glad', 'know', 'actually', 'means']",15985,i’ve heard of grey rocking before but never looked it up…so until now i imagined it was called that bc it’s a preferred method of shushing up an old person who’s acting like a baby like rocking an elderly gray haired baby 😂 i wasn’t too far off but glad to know what it actually means now 
309,"['looking', 'honest', 'man', 'huh']",16248,am here looking for honest man huh
310,"['like', 'idea']",16342,i like this idea 
311,['genius'],16454,this is genius
312,"['bluey', 'cake', 'balloons', 'colors', 'match', 'everything', 'else', 'gives', 'wants', 'minimizing', 'teasing', 'liking', 'baby', 'show', 'like', 'wanted', 'coco', 'melon']",16595,i’d do a bluey cake and balloons and colors to match for everything else which gives her what she wants while minimizing and teasing for liking a “baby” show… it’s not like she wanted coco melon…
313,"['played', 'dolls', 'mostly', 'barbies', 'make', 'bluey', 'theme', 'sofisticated', 'still', 'keep', 'theme', 'found', 'pinterest', 'make', 'look', 'good']",16628,i played with dolls mostly barbies until i was you can make the bluey theme more sofisticated but still keep the theme i’ve found some on pinterest you can make it look good 
314,"['would', 'ecstatic', 'bluey', 'themed', 'party']",16638,i would be so ecstatic if i had a bluey themed party and i’m 😬
315,"['fucking', 'love', 'bluey', 'would', 'love', 'bluey', 'themed', 'party', 'granny', 'tooth', 'fairy', 'episodes', 'piss', 'ur', 'pants', 'hilarious']",16701,i fucking love bluey and would love to have a bluey themed party the granny and tooth fairy episodes are piss ur pants hilarious 
316,"['ring', 'tone', 'bluey', 'violin']",16730,i'm and my ring tone is bluey on the violin 
317,"['make', 'something', 'cute', 'like', 'blue', 'themed', 'tea', 'party', 'blue', 'themed', 'spaday', 'something', 'girly', 'semi', 'elegant', 'glamorous', 'ish', 'keep', 'blue', 'theme', 'way', 'feel', 'sophisticated', 'little', 'ones', 'cutesy', 'aesthetic', 'daughter', 'likes']",16806,make it something cute like a blue themed tea party or a blue themed spaday do something girly and semi elegant or glamorous ish but keep the blue theme that way it can feel sophisticated to the little ones with the cutesy aesthetic that your daughter likes
318,"['shit', 'im', 'want', 'bluey', 'themed', 'party']",16880,shit im and i want a bluey themed party
319,"['lean', 'make', 'dress', 'theme', 'everyone', 'comes', 'granny', 'attire', 'granniest', 'year', 'olds', 'wins', 'prize']",16903,lean into it and make it a dress up theme too where everyone comes in their granny attire granniest of the year olds wins a prize 
320,"['daughter', 'bff', 'bluey', 'themed', 'party', 'th', 'birthday', 'particularly', 'top', 'played', 'games', 'loosely', 'based', 'things', 'show', 'like', 'nannas', 'balance', 'stack', 'toilet', 'paper', 'rolls', 'relay', 'race', 'wrapped', 'paper', 'meant', 'canned', 'food', 'less', 'painful', 'someone', 'dropped', 'one', 'toe', 'friend', 'got', 'cute', 'retro', 'nanna', 'style', 'sunglasses', 'etsy', 'part', 'party', 'bags', 'yeah', 'definitely', 'tailor', 'party', 'way', 'suited', 'kids', 'ages', 'interest']",16937,my daughter's bff had a bluey themed party for her th birthday it wasn't particularly over the top but they played some games loosely based on things from the show like nannas had to balance a stack of toilet paper rolls in a relay race they were wrapped in paper meant to be the canned food but less painful if someone dropped one on their toe and my friend got some cute retro nanna style sunglasses from etsy which were part of the party bags so yeah you can definitely tailor the party in a way that is suited to the kids' ages and interest 
321,"['th', 'minion', 'themed', 'complete', 'pinata']",16944,my th was minion themed complete with piñata
322,"['literally', 'crying', 'tears', 'happiness', 'xmas', 'dayopening', 'cup', 'cup']",16965,or literally crying tears of happiness xmas dayopening a cup a cup
323,"['pink', 'boy', 'color', 'sanguine', 'masculine']",17034,in the ’s pink was a boy color sanguine and masculine 
324,"['man', 'say', 'scavenger', 'hunt', 'overnight', 'science', 'museum', 'sounds', 'amazing', 'byob']",17084,man i'm and i say we do that a scavenger hunt overnight at a science museum sounds amazing byob 
325,"['lmao', 'think', 'old', 'man']",17100,lmao why’d they think you were an old man 😭
326,"['little', 'shit', 'lucky', 'cute']",17553,little shit they’re so lucky they’re cute
327,"['glad', 'remembersounds', 'creepy']",17893,i don’t and i’m glad i don’t remember…sounds creepy 
328,"['reread', 'racket', 'thought', 'great', 'implying', 'child', 'mafia']",18445,i reread “in the racket” and thought ‘great i’m implying the child is in the mafia’
329,"['figured', 'lingo', 'loop']",18449,i figured it was some lingo i wasn't in the loop on 🤣
330,"['hoooooyeahhh', 'euphemism', 'slang', 'term', 'noise', 'rather', 'supposed', 'mimic', 'sound', 'one', 'makes', 'orgasm']",18645,the hoooooyeahhh is a euphemism slang term or noise rather that is supposed to mimic the sound one makes when they have an orgasm 
331,"['tell', 'tax', 'man']",18708,don't tell the tax man
332,"['dude', 'human', 'give', 'break']",18889,dude he’s human give him a break
333,"['people', 'downvoting', 'like', 'drop', 'military', 'something']",18906,people downvoting like you can just drop out the military or something
334,"['take', 'wanna', 'see', 'animals']",19182,i’ll take him i wanna see the animals
335,"['oh', 'god', 'son', 'random', 'like', 'doll', 'red', 'hair', 'instead', 'brown', 'like', 'indeed']",19233,oh my god my son does this but it’s so random like ‘what if this doll had red hair instead of brown’ and i’m like ‘what if indeed ’ 🙃🙃🙃
336,['cute'],19253,this is cute 
